incident_id,incident_date,state,city_or_county,address,killed,injured,incident_url,year,month-year
2491656,2022-12-31,Arizona,Phoenix,4201 N 19th Ave,0,9,https://www.gunviolencearchive.org/incident/2491656,2022,12-2022
2492253,2022-12-31,Alabama,Mobile,200 block of Dauphin St,1,8,https://www.gunviolencearchive.org/incident/2492253,2022,12-2022
2491054,2022-12-30,Tennessee,Memphis,E Brooks Rd,1,3,https://www.gunviolencearchive.org/incident/2491054,2022,12-2022
2490925,2022-12-30,Texas,Humble,4800 block of Park Square Ln,2,3,https://www.gunviolencearchive.org/incident/2490925,2022,12-2022
2489614,2022-12-28,New York,Bronx,851 E Tremont Ave,1,3,https://www.gunviolencearchive.org/incident/2489614,2022,12-2022
2490150,2022-12-28,Texas,Dallas,9500 block of Scyene Rd,0,6,https://www.gunviolencearchive.org/incident/2490150,2022,12-2022
2488952,2022-12-27,District of Columbia,Washington,2300 block of Pennsylvania Ave SE,0,4,https://www.gunviolencearchive.org/incident/2488952,2022,12-2022
2489345,2022-12-27,Ohio,Columbus,900 block of Bellows Ave,0,5,https://www.gunviolencearchive.org/incident/2489345,2022,12-2022
2489124,2022-12-27,California,Eureka,4000 block of Crane St,2,2,https://www.gunviolencearchive.org/incident/2489124,2022,12-2022
2488209,2022-12-26,Louisiana,New Orleans,2031 St Maurice Ave,2,4,https://www.gunviolencearchive.org/incident/2488209,2022,12-2022
2487989,2022-12-24,Mississippi,Columbus,90 block of Luxapalila Dr,1,4,https://www.gunviolencearchive.org/incident/2487989,2022,12-2022
2487517,2022-12-23,Kansas,Wichita,900 block of S Mission Rd,2,2,https://www.gunviolencearchive.org/incident/2487517,2022,12-2022
2485011,2022-12-19,Florida,Lake City,NW Dixie Ave and NW Wright Ln,0,5,https://www.gunviolencearchive.org/incident/2485011,2022,12-2022
2484083,2022-12-18,California,Santa Ana,2112 S Main St,1,3,https://www.gunviolencearchive.org/incident/2484083,2022,12-2022
2483594,2022-12-18,Oklahoma,Oklahoma City,311 S Klein Ave,0,4,https://www.gunviolencearchive.org/incident/2483594,2022,12-2022
2483489,2022-12-17,Georgia,Atlanta,3000 Continental Colony Pkwy SW,2,3,https://www.gunviolencearchive.org/incident/2483489,2022,12-2022
2482288,2022-12-16,Illinois,Chicago,2150 S Laflin St,2,2,https://www.gunviolencearchive.org/incident/2482288,2022,12-2022
2483188,2022-12-16,Georgia,Valdosta,611 E Ann St,2,2,https://www.gunviolencearchive.org/incident/2483188,2022,12-2022
2483108,2022-12-16,Texas,Dallas,2691 John West Rd,0,5,https://www.gunviolencearchive.org/incident/2483108,2022,12-2022
2482711,2022-12-16,Tennessee,Memphis,831 Springdale Run Dr,0,5,https://www.gunviolencearchive.org/incident/2482711,2022,12-2022
2482119,2022-12-15,California,Los Angeles,Florence Ave,0,4,https://www.gunviolencearchive.org/incident/2482119,2022,12-2022
2480430,2022-12-13,New York,Rochester,Atlantic Ave and Illinois St,1,4,https://www.gunviolencearchive.org/incident/2480430,2022,12-2022
2479678,2022-12-12,New York,Bronx,388 E 141st St,0,4,https://www.gunviolencearchive.org/incident/2479678,2022,12-2022
2478664,2022-12-11,Illinois,Chicago,3235 N Central Ave,3,1,https://www.gunviolencearchive.org/incident/2478664,2022,12-2022
2478061,2022-12-09,Arizona,Phoenix,S 21st and W Burgess LN,1,3,https://www.gunviolencearchive.org/incident/2478061,2022,12-2022
2477622,2022-12-08,Michigan,Detroit,1114 Washington Blvd,0,4,https://www.gunviolencearchive.org/incident/2477622,2022,12-2022
2477404,2022-12-08,Louisiana,New Orleans,4242 Chef Menteur Hwy,0,4,https://www.gunviolencearchive.org/incident/2477404,2022,12-2022
2475554,2022-12-06,New York,Bronx,Daly Ave and E 180th St,0,4,https://www.gunviolencearchive.org/incident/2475554,2022,12-2022
2475546,2022-12-06,Georgia,Macon,159 Steven Dr,3,1,https://www.gunviolencearchive.org/incident/2475546,2022,12-2022
2474143,2022-12-04,Illinois,Zion,1800 block of Horeb Ave,0,5,https://www.gunviolencearchive.org/incident/2474143,2022,12-2022
2472924,2022-12-01,Texas,San Antonio,4200 block of S Cibolo St,0,4,https://www.gunviolencearchive.org/incident/2472924,2022,12-2022
2471298,2022-11-30,Louisiana,Lake Charles,510 Broad St,0,8,https://www.gunviolencearchive.org/incident/2471298,2022,11-2022
2469354,2022-11-27,Florida,Tallahassee,2101 Wahnish Way,1,4,https://www.gunviolencearchive.org/incident/2469354,2022,11-2022
2468894,2022-11-27,Louisiana,New Orleans,200 block of Bourbon St,0,5,https://www.gunviolencearchive.org/incident/2468894,2022,11-2022
2468745,2022-11-26,Georgia,Atlanta,117 17th St NW,2,4,https://www.gunviolencearchive.org/incident/2468745,2022,11-2022
2468642,2022-11-26,Alabama,Mobile,216 Dauphin St,0,4,https://www.gunviolencearchive.org/incident/2468642,2022,11-2022
2468325,2022-11-26,Illinois,Chicago,12700 block of S Halsted St,2,2,https://www.gunviolencearchive.org/incident/2468325,2022,11-2022
2468162,2022-11-25,Georgia,Atlanta,2700 block of Gresham Rd,1,3,https://www.gunviolencearchive.org/incident/2468162,2022,11-2022
2467743,2022-11-24,California,Costa Mesa,400 block of Bay St,1,4,https://www.gunviolencearchive.org/incident/2467743,2022,11-2022
2467661,2022-11-24,Texas,Houston,1511 Baggett Ln,2,2,https://www.gunviolencearchive.org/incident/2467661,2022,11-2022
2466835,2022-11-23,Maryland,Temple Hills,2300 block of Iverson St,0,4,https://www.gunviolencearchive.org/incident/2466835,2022,11-2022
2466431,2022-11-23,Pennsylvania,Philadelphia,1901 N 60th St,0,4,https://www.gunviolencearchive.org/incident/2466431,2022,11-2022
2465761,2022-11-22,Virginia,Chesapeake,1521 Sam's Circle,7,6,https://www.gunviolencearchive.org/incident/2465761,2022,11-2022
2465213,2022-11-22,Florida,West Palm Beach,600 block of Snead Cir,2,2,https://www.gunviolencearchive.org/incident/2465213,2022,11-2022
2464943,2022-11-20,Oklahoma,Hennessey,2372 N 2760 Rd,4,1,https://www.gunviolencearchive.org/incident/2464943,2022,11-2022
2464272,2022-11-20,Texas,Dallas,2000 S Beckley Ave,0,4,https://www.gunviolencearchive.org/incident/2464272,2022,11-2022
2463465,2022-11-19,Colorado,Colorado Springs,3430 N Academy Blvd,5,17,https://www.gunviolencearchive.org/incident/2463465,2022,11-2022
2464352,2022-11-19,Illinois,Washington Park,Bunkum Rd and N 45th St,1,3,https://www.gunviolencearchive.org/incident/2464352,2022,11-2022
2463882,2022-11-19,Mississippi,Philadelphia,560 Line St,1,6,https://www.gunviolencearchive.org/incident/2463882,2022,11-2022
2462457,2022-11-18,Virginia,Richmond,4275 Laurel Oak Rd,4,0,https://www.gunviolencearchive.org/incident/2462457,2022,11-2022
2458727,2022-11-13,Pennsylvania,Philadelphia,400 block of E Wyoming Ave,0,4,https://www.gunviolencearchive.org/incident/2458727,2022,11-2022
2458676,2022-11-13,North Carolina,Enfield,1662 Green Acres Rd,1,5,https://www.gunviolencearchive.org/incident/2458676,2022,11-2022
2458863,2022-11-13,Nebraska,Omaha,3347 Ames Ave,1,7,https://www.gunviolencearchive.org/incident/2458863,2022,11-2022
2459150,2022-11-13,Virginia,Charlottesville,130 Culbreth St,3,2,https://www.gunviolencearchive.org/incident/2459150,2022,11-2022
2458933,2022-11-12,California,Sacramento,4000 block of May St,0,4,https://www.gunviolencearchive.org/incident/2458933,2022,11-2022
2459005,2022-11-12,Texas,Fort Worth,6655 Calgary Ln,0,4,https://www.gunviolencearchive.org/incident/2459005,2022,11-2022
2459259,2022-11-12,California,Indio,Lilac Ct and Golden Rod Dr,1,3,https://www.gunviolencearchive.org/incident/2459259,2022,11-2022
2458467,2022-11-12,New Jersey,Paterson,50 Block of N Main St,0,4,https://www.gunviolencearchive.org/incident/2458467,2022,11-2022
2459156,2022-11-12,Tennessee,Memphis,S Goodlett St and Sheffield Ave,0,4,https://www.gunviolencearchive.org/incident/2459156,2022,11-2022
2458086,2022-11-11,New Jersey,Jersey City,Virginia Ave and Martin Luther King Dr,0,4,https://www.gunviolencearchive.org/incident/2458086,2022,11-2022
2455710,2022-11-07,Texas,Mcallen (McAllen),4700 block of Jasmine Ave,0,4,https://www.gunviolencearchive.org/incident/2455710,2022,11-2022
2453865,2022-11-06,Illinois,Chicago,311 W Chicago Ave,1,3,https://www.gunviolencearchive.org/incident/2453865,2022,11-2022
2453892,2022-11-06,Illinois,Chicago,5100 block of S Kolin Ave,0,5,https://www.gunviolencearchive.org/incident/2453892,2022,11-2022
2454565,2022-11-06,California,Tulare,Rd 84 and Ave 208,0,5,https://www.gunviolencearchive.org/incident/2454565,2022,11-2022
2455484,2022-11-06,Florida,Gainesville,500 SW 2nd Ave,0,4,https://www.gunviolencearchive.org/incident/2455484,2022,11-2022
2454281,2022-11-05,New York,Buffalo,30 E Amherst St,0,4,https://www.gunviolencearchive.org/incident/2454281,2022,11-2022
2453744,2022-11-05,Pennsylvania,Philadelphia,853 E Allegheny Ave,0,9,https://www.gunviolencearchive.org/incident/2453744,2022,11-2022
2452673,2022-11-04,Florida,Orlando,10145 Myers Dr,4,2,https://www.gunviolencearchive.org/incident/2452673,2022,11-2022
2452798,2022-11-04,Maryland,La Plata,3018 Wildflower Dr,5,0,https://www.gunviolencearchive.org/incident/2452798,2022,11-2022
2452501,2022-11-03,Illinois,Chicago,3700 block of W Chicago Ave,0,4,https://www.gunviolencearchive.org/incident/2452501,2022,11-2022
2451028,2022-11-02,Texas,Houston,2930 W Sam Houston Pkwy S,0,4,https://www.gunviolencearchive.org/incident/2451028,2022,11-2022
2451550,2022-11-02,Mississippi,Hattiesburg,W 5th St,2,3,https://www.gunviolencearchive.org/incident/2451550,2022,11-2022
2450360,2022-11-01,Colorado,Denver,1400 block of Verbena St,1,5,https://www.gunviolencearchive.org/incident/2450360,2022,11-2022
2450917,2022-11-01,Maryland,Baltimore,2000 block of W Pratt St,0,4,https://www.gunviolencearchive.org/incident/2450917,2022,11-2022
2449986,2022-10-31,Kansas,Kansas City,S 50th St and Elmwood Ave,1,6,https://www.gunviolencearchive.org/incident/2449986,2022,10-2022
2450557,2022-10-31,Illinois,East Saint Louis,935 St Louis Ave,2,3,https://www.gunviolencearchive.org/incident/2450557,2022,10-2022
2449653,2022-10-31,Illinois,Chicago,S California Ave and W Polk St,1,13,https://www.gunviolencearchive.org/incident/2449653,2022,10-2022
2448898,2022-10-30,Tennessee,Memphis,3920 Park Ave,1,3,https://www.gunviolencearchive.org/incident/2448898,2022,10-2022
2448366,2022-10-30,Colorado,Aurora,900 block of N Geneva St,4,0,https://www.gunviolencearchive.org/incident/2448366,2022,10-2022
2448287,2022-10-30,Pennsylvania,Philadelphia,601 Spring Garden St,0,6,https://www.gunviolencearchive.org/incident/2448287,2022,10-2022
2448361,2022-10-30,California,Covina,17000 block of E Bellbrook St,2,2,https://www.gunviolencearchive.org/incident/2448361,2022,10-2022
2448372,2022-10-30,South Carolina,Charleston,1900 Hazelwood Dr,0,4,https://www.gunviolencearchive.org/incident/2448372,2022,10-2022
2448015,2022-10-29,Florida,Orlando,8204 Crystal Clear Ln,0,6,https://www.gunviolencearchive.org/incident/2448015,2022,10-2022
2448330,2022-10-29,Florida,Tallahassee,2101 W Pensacola St,1,9,https://www.gunviolencearchive.org/incident/2448330,2022,10-2022
2447980,2022-10-28,Ohio,Toledo,Junction Ave and Belmont Ave,2,2,https://www.gunviolencearchive.org/incident/2447980,2022,10-2022
2447379,2022-10-28,Pennsylvania,Pittsburgh,3737 Brighton Rd,0,5,https://www.gunviolencearchive.org/incident/2447379,2022,10-2022
2447217,2022-10-27,Oklahoma,Broken Arrow,425 S Hickory Ave,8,0,https://www.gunviolencearchive.org/incident/2447217,2022,10-2022
2445686,2022-10-25,Ohio,Hamilton,700 block of S 2nd St,2,2,https://www.gunviolencearchive.org/incident/2445686,2022,10-2022
2445939,2022-10-25,North Carolina,Greensboro,900 block of Circle Dr,2,4,https://www.gunviolencearchive.org/incident/2445939,2022,10-2022
2443879,2022-10-24,Missouri,Saint Louis,3125 S Kingshighway Blvd,3,4,https://www.gunviolencearchive.org/incident/2443879,2022,10-2022
2443849,2022-10-24,Illinois,Chicago,3200 block of W 30th St,1,3,https://www.gunviolencearchive.org/incident/2443849,2022,10-2022
2443627,2022-10-23,Texas,Brownsville,1200 block of W Saint Francis St,0,5,https://www.gunviolencearchive.org/incident/2443627,2022,10-2022
2443194,2022-10-23,Illinois,Chicago,4300 block of S Kedzie Ave,3,2,https://www.gunviolencearchive.org/incident/2443194,2022,10-2022
2443276,2022-10-23,Wisconsin,Milwaukee,N 34th St and W Wright St,0,4,https://www.gunviolencearchive.org/incident/2443276,2022,10-2022
2442695,2022-10-22,Wisconsin,Milwaukee,W Fond Du Lac and W Hoyt Pl,0,6,https://www.gunviolencearchive.org/incident/2442695,2022,10-2022
2443257,2022-10-22,North Carolina,Oxford,100 block of Granville St,0,6,https://www.gunviolencearchive.org/incident/2443257,2022,10-2022
2443287,2022-10-22,Georgia,Cordele,1309 16th Ave E,0,4,https://www.gunviolencearchive.org/incident/2443287,2022,10-2022
2443231,2022-10-22,Arizona,Phoenix,6330 W Miami St,1,7,https://www.gunviolencearchive.org/incident/2443231,2022,10-2022
2450590,2022-10-21,Mississippi,Cleveland,511 Lee St,1,3,https://www.gunviolencearchive.org/incident/2450590,2022,10-2022
2442632,2022-10-21,Louisiana,New Orleans,2200 block of N Galvez St,1,3,https://www.gunviolencearchive.org/incident/2442632,2022,10-2022
2444683,2022-10-21,Wisconsin,Hartland,700 Mansfield Court,6,0,https://www.gunviolencearchive.org/incident/2444683,2022,10-2022
2442008,2022-10-21,Louisiana,Baton Rouge,636 Harding Blvd,0,11,https://www.gunviolencearchive.org/incident/2442008,2022,10-2022
2441540,2022-10-20,Ohio,Cleveland,4497 State Rd,0,5,https://www.gunviolencearchive.org/incident/2441540,2022,10-2022
2439423,2022-10-17,Virginia,Woodbridge,5297 Mansfield Ct,4,0,https://www.gunviolencearchive.org/incident/2439423,2022,10-2022
2438904,2022-10-16,Texas,El Paso,8500 block of Dyer St,1,3,https://www.gunviolencearchive.org/incident/2438904,2022,10-2022
2438505,2022-10-16,Georgia,Atlanta,223 James P Brawley Dr SW,0,4,https://www.gunviolencearchive.org/incident/2438505,2022,10-2022
2439294,2022-10-16,California,Lancaster,44236 20th St E,0,4,https://www.gunviolencearchive.org/incident/2439294,2022,10-2022
2438461,2022-10-16,Virginia,Harrisonburg,1500 block of Devon Ln,0,8,https://www.gunviolencearchive.org/incident/2438461,2022,10-2022
2438121,2022-10-15,Colorado,Denver,900 Dakin St,1,7,https://www.gunviolencearchive.org/incident/2438121,2022,10-2022
2438154,2022-10-15,Massachusetts,Worcester,88 Webster St,0,6,https://www.gunviolencearchive.org/incident/2438154,2022,10-2022
2438494,2022-10-15,New York,Freeport,Babylon Tpke and Independence Ave,0,4,https://www.gunviolencearchive.org/incident/2438494,2022,10-2022
2438482,2022-10-15,Pennsylvania,Pittsburgh,300 block of Cedar Ave,3,1,https://www.gunviolencearchive.org/incident/2438482,2022,10-2022
2438723,2022-10-15,Mississippi,Itta Bena,,2,7,https://www.gunviolencearchive.org/incident/2438723,2022,10-2022
2437284,2022-10-14,Pennsylvania,Philadelphia,Willard St and Shelbourne St,0,4,https://www.gunviolencearchive.org/incident/2437284,2022,10-2022
2436826,2022-10-13,North Carolina,Raleigh,5300 block of Sahalee Way,5,3,https://www.gunviolencearchive.org/incident/2436826,2022,10-2022
2437177,2022-10-13,North Carolina,New Bern,2100 block of New Bern Ave,0,4,https://www.gunviolencearchive.org/incident/2437177,2022,10-2022
2437630,2022-10-13,Alabama,Lanett,1912 50th Ave SW,0,6,https://www.gunviolencearchive.org/incident/2437630,2022,10-2022
2434847,2022-10-10,California,Delano,County Line Road and Road 136,1,3,https://www.gunviolencearchive.org/incident/2434847,2022,10-2022
2434247,2022-10-09,South Carolina,Inman,280 Bobo Dr,5,0,https://www.gunviolencearchive.org/incident/2434247,2022,10-2022
2434128,2022-10-09,Florida,Miami,525 NE 150th St,1,3,https://www.gunviolencearchive.org/incident/2434128,2022,10-2022
2439284,2022-10-09,Oklahoma,Henryetta,US-75 and Catalpa Rd,4,0,https://www.gunviolencearchive.org/incident/2439284,2022,10-2022
2434326,2022-10-09,Arkansas,Jacksonville,300 Marshall Rd,1,3,https://www.gunviolencearchive.org/incident/2434326,2022,10-2022
2433539,2022-10-09,Florida,Tampa,908 N Franklin St,1,6,https://www.gunviolencearchive.org/incident/2433539,2022,10-2022
2434062,2022-10-09,Texas,Beaumont,2550 I-10 Frontage Rd,0,5,https://www.gunviolencearchive.org/incident/2434062,2022,10-2022
2433352,2022-10-08,California,Berkeley,Durant Ave and Telegraph Ave,1,3,https://www.gunviolencearchive.org/incident/2433352,2022,10-2022
2440211,2022-10-08,Alabama,Hurtsboro,Ross Rd,2,2,https://www.gunviolencearchive.org/incident/2440211,2022,10-2022
2434151,2022-10-08,Missouri,Saint Joseph,302 Illinois Ave,0,4,https://www.gunviolencearchive.org/incident/2434151,2022,10-2022
2432772,2022-10-07,Oregon,Portland,SE 92nd Ave and Powell Blvd,0,4,https://www.gunviolencearchive.org/incident/2432772,2022,10-2022
2432893,2022-10-07,Texas,Fort Worth,1200 block of Jessamine St,4,0,https://www.gunviolencearchive.org/incident/2432893,2022,10-2022
2431842,2022-10-06,Kentucky,Louisville,5000 block of East Indian Trail,0,4,https://www.gunviolencearchive.org/incident/2431842,2022,10-2022
2431594,2022-10-06,District of Columbia,Washington,1200 North Capitol St NW,1,3,https://www.gunviolencearchive.org/incident/2431594,2022,10-2022
2431069,2022-10-05,Texas,Baytown,2000 block of Tri City Beach Rd,5,2,https://www.gunviolencearchive.org/incident/2431069,2022,10-2022
2428950,2022-10-02,Tennessee,Nashville,600 block of S 7th St,0,4,https://www.gunviolencearchive.org/incident/2428950,2022,10-2022
2428715,2022-10-02,Washington,Seattle,4300 block of University Way NE,0,4,https://www.gunviolencearchive.org/incident/2428715,2022,10-2022
2428678,2022-10-01,California,Oakland,988 Apgar St,2,2,https://www.gunviolencearchive.org/incident/2428678,2022,10-2022
2427999,2022-10-01,Pennsylvania,Philadelphia,5000 block of Frankford Ave,0,4,https://www.gunviolencearchive.org/incident/2427999,2022,10-2022
2427775,2022-09-30,Oklahoma,Tulsa,4929 N Peoria Ave,1,3,https://www.gunviolencearchive.org/incident/2427775,2022,09-2022
2428456,2022-09-30,Mississippi,Marks,1st St and W Main St,0,5,https://www.gunviolencearchive.org/incident/2428456,2022,09-2022
2426627,2022-09-29,Texas,Mc Gregor,901 S Monroe St,5,1,https://www.gunviolencearchive.org/incident/2426627,2022,09-2022
2426042,2022-09-28,California,Oakland,8251 Fontaine St,1,5,https://www.gunviolencearchive.org/incident/2426042,2022,09-2022
2425825,2022-09-28,Ohio,Columbus,1680 Karl Ct,0,5,https://www.gunviolencearchive.org/incident/2425825,2022,09-2022
2425799,2022-09-28,Maryland,Baltimore,5500 block of Bowleys Ln,0,4,https://www.gunviolencearchive.org/incident/2425799,2022,09-2022
2426382,2022-09-28,Alabama,Uniontown,100-104 Birch Rd,0,5,https://www.gunviolencearchive.org/incident/2426382,2022,09-2022
2425393,2022-09-27,New York,Corona (Queens),88-01 Atlantic Ave,0,4,https://www.gunviolencearchive.org/incident/2425393,2022,09-2022
2426137,2022-09-27,New York,New York (Manhattan),W 116th St and 7th Ave,0,4,https://www.gunviolencearchive.org/incident/2426137,2022,09-2022
2426061,2022-09-27,North Carolina,Goldsboro,1200 block of Olivia Ln,0,4,https://www.gunviolencearchive.org/incident/2426061,2022,09-2022
2425199,2022-09-27,Pennsylvania,Philadelphia,6498 Ridge Ave,1,4,https://www.gunviolencearchive.org/incident/2425199,2022,09-2022
2425839,2022-09-27,Florida,Jacksonville,A Philip Randolph Blvd and Union St,0,4,https://www.gunviolencearchive.org/incident/2425839,2022,09-2022
2423747,2022-09-25,Pennsylvania,Harrisburg,2300 block of Woodlawn St,0,4,https://www.gunviolencearchive.org/incident/2423747,2022,09-2022
2423338,2022-09-25,Indiana,Hammond,6217 Kennedy Ave,1,3,https://www.gunviolencearchive.org/incident/2423338,2022,09-2022
2423538,2022-09-24,Ohio,Columbus,E 5th Ave and Osborn Ave,1,3,https://www.gunviolencearchive.org/incident/2423538,2022,09-2022
2423331,2022-09-24,Georgia,Louisville,Forrest Dr,1,3,https://www.gunviolencearchive.org/incident/2423331,2022,09-2022
2424602,2022-09-23,California,Castroville,,0,4,https://www.gunviolencearchive.org/incident/2424602,2022,09-2022
2421430,2022-09-22,Illinois,Chicago,E 35th St and S Prairie Ave,0,4,https://www.gunviolencearchive.org/incident/2421430,2022,09-2022
2420406,2022-09-20,New York,Mount Vernon,333 S 8th Ave,0,4,https://www.gunviolencearchive.org/incident/2420406,2022,09-2022
2420637,2022-09-20,Michigan,Niles,620 N 6th St,2,3,https://www.gunviolencearchive.org/incident/2420637,2022,09-2022
2419473,2022-09-19,Georgia,Swainsboro,N Coleman St,1,3,https://www.gunviolencearchive.org/incident/2419473,2022,09-2022
2417634,2022-09-18,New York,Corona (Queens),41st Ave and Warren St,1,3,https://www.gunviolencearchive.org/incident/2417634,2022,09-2022
2417641,2022-09-18,Wisconsin,Kenosha,2232 Roosevelt Rd,2,2,https://www.gunviolencearchive.org/incident/2417641,2022,09-2022
2417863,2022-09-18,Nevada,Las Vegas,4800 block of Holt Ave,0,5,https://www.gunviolencearchive.org/incident/2417863,2022,09-2022
2417696,2022-09-18,Michigan,Allendale,10295 48th Ave,0,4,https://www.gunviolencearchive.org/incident/2417696,2022,09-2022
2417293,2022-09-17,Missouri,Blue Springs,US 40 and Adams Dairy Pkwy,0,5,https://www.gunviolencearchive.org/incident/2417293,2022,09-2022
2416762,2022-09-17,Minnesota,Minneapolis,Hennepin Ave and N 8th St,0,5,https://www.gunviolencearchive.org/incident/2416762,2022,09-2022
2416625,2022-09-16,Wisconsin,Milwaukee,4100 block of N 13th St,0,5,https://www.gunviolencearchive.org/incident/2416625,2022,09-2022
2414276,2022-09-14,Wisconsin,Milwaukee,1300 block of E Hamilton St,0,4,https://www.gunviolencearchive.org/incident/2414276,2022,09-2022
2415614,2022-09-14,Florida,Miami (North Miami),NW 10th Ave and NW 131st St,0,5,https://www.gunviolencearchive.org/incident/2415614,2022,09-2022
2414858,2022-09-14,California,Los Angeles,312 E 5th St,0,4,https://www.gunviolencearchive.org/incident/2414858,2022,09-2022
2414080,2022-09-13,Illinois,Chicago,5531 S King Dr,2,7,https://www.gunviolencearchive.org/incident/2414080,2022,09-2022
2415479,2022-09-13,California,Oakland,92nd Ave and Peach St,0,4,https://www.gunviolencearchive.org/incident/2415479,2022,09-2022
2413596,2022-09-12,Oklahoma,Oklahoma City,1400 block of S Indiana Ave,0,4,https://www.gunviolencearchive.org/incident/2413596,2022,09-2022
2412198,2022-09-11,Michigan,Detroit,13000 block of E Warren Ave,0,4,https://www.gunviolencearchive.org/incident/2412198,2022,09-2022
2412164,2022-09-11,New Mexico,Santa Fe,Paseo Feliz,0,5,https://www.gunviolencearchive.org/incident/2412164,2022,09-2022
2412289,2022-09-11,Michigan,Grand Rapids,,0,4,https://www.gunviolencearchive.org/incident/2412289,2022,09-2022
2412487,2022-09-11,North Carolina,Durham,4400 block of NC-55,1,3,https://www.gunviolencearchive.org/incident/2412487,2022,09-2022
2411801,2022-09-10,Indiana,Plainfield,2688 E Main St,2,2,https://www.gunviolencearchive.org/incident/2411801,2022,09-2022
2411871,2022-09-10,Kentucky,Lexington,Georgetown Rd and Parallel Rd,0,4,https://www.gunviolencearchive.org/incident/2411871,2022,09-2022
2411007,2022-09-09,New York,Bronx,810 Astor Ave,0,4,https://www.gunviolencearchive.org/incident/2411007,2022,09-2022
2410446,2022-09-09,Maryland,Elk Mills,47 Hebron Ct,5,0,https://www.gunviolencearchive.org/incident/2410446,2022,09-2022
2411901,2022-09-09,Minnesota,Minneapolis,328 W Broadway Ave,1,3,https://www.gunviolencearchive.org/incident/2411901,2022,09-2022
2410704,2022-09-08,Minnesota,Minneapolis,626 W Broadway Ave,0,4,https://www.gunviolencearchive.org/incident/2410704,2022,09-2022
2410269,2022-09-08,California,Los Angeles,4th St and Broadway,0,4,https://www.gunviolencearchive.org/incident/2410269,2022,09-2022
2408990,2022-09-07,Tennessee,Memphis,3100 block of Lyndale Ave,3,3,https://www.gunviolencearchive.org/incident/2408990,2022,09-2022
2407734,2022-09-05,Missouri,Kansas City,7320 Manchester Ave,2,2,https://www.gunviolencearchive.org/incident/2407734,2022,09-2022
2407739,2022-09-05,Missouri,Saint Louis,4400 block of Red Bud Ave,1,3,https://www.gunviolencearchive.org/incident/2407739,2022,09-2022
2406998,2022-09-05,Georgia,Hartwell,1541 Anderson Hwy,2,2,https://www.gunviolencearchive.org/incident/2406998,2022,09-2022
2406862,2022-09-05,Ohio,Cleveland,13902 Euclid Ave,1,10,https://www.gunviolencearchive.org/incident/2406862,2022,09-2022
2406852,2022-09-05,Pennsylvania,Philadelphia,W Russell St and N 8th St,2,4,https://www.gunviolencearchive.org/incident/2406852,2022,09-2022
2406123,2022-09-04,South Carolina,Charleston,King St and Morris St,0,7,https://www.gunviolencearchive.org/incident/2406123,2022,09-2022
2406597,2022-09-04,Minnesota,Saint Paul,951 Case Ave E,3,2,https://www.gunviolencearchive.org/incident/2406597,2022,09-2022
2406108,2022-09-04,Virginia,Norfolk,5005 Killam Ave,2,5,https://www.gunviolencearchive.org/incident/2406108,2022,09-2022
2406656,2022-09-04,Florida,Fort Lauderdale (Lauderdale Lakes),3050 NW 41st St,0,4,https://www.gunviolencearchive.org/incident/2406656,2022,09-2022
2406651,2022-09-04,Illinois,Chicago,8600 block of S Kingston Ave,2,2,https://www.gunviolencearchive.org/incident/2406651,2022,09-2022
2405689,2022-09-03,California,Chico,1500 block of W 5th St,0,5,https://www.gunviolencearchive.org/incident/2405689,2022,09-2022
2405866,2022-09-03,Illinois,Yorkville,8400 block of Immanuel Rd,0,4,https://www.gunviolencearchive.org/incident/2405866,2022,09-2022
2408075,2022-09-03,Delaware,Dover,1200 N Dupont Hwy,0,4,https://www.gunviolencearchive.org/incident/2408075,2022,09-2022
2406042,2022-09-03,Alabama,Birmingham,100 block of 3rd Ave W,2,2,https://www.gunviolencearchive.org/incident/2406042,2022,09-2022
2405859,2022-09-03,Maryland,Capitol Heights,1428 Ritchie Rd,1,3,https://www.gunviolencearchive.org/incident/2405859,2022,09-2022
2405239,2022-09-02,California,Fresno,Effie St and Grant Ave,2,3,https://www.gunviolencearchive.org/incident/2405239,2022,09-2022
2405020,2022-09-02,Minnesota,Minneapolis,700 W Broadway Ave,0,4,https://www.gunviolencearchive.org/incident/2405020,2022,09-2022
2404930,2022-09-02,New York,Brooklyn,223 Russell St,0,4,https://www.gunviolencearchive.org/incident/2404930,2022,09-2022
2400998,2022-08-29,Missouri,Saint Louis (Jennings),8800 block of Cozens Ave,0,4,https://www.gunviolencearchive.org/incident/2400998,2022,08-2022
2399774,2022-08-28,Wisconsin,Clinton,9221 E Little Ln,0,4,https://www.gunviolencearchive.org/incident/2399774,2022,08-2022
2400434,2022-08-28,Oregon,Bend,2650 NE Hwy 20,3,2,https://www.gunviolencearchive.org/incident/2400434,2022,08-2022
2399820,2022-08-28,New York,Albany,Hamilton St and Ontario St,0,6,https://www.gunviolencearchive.org/incident/2399820,2022,08-2022
2399670,2022-08-28,Colorado,Denver,2731 42nd Ave,1,3,https://www.gunviolencearchive.org/incident/2399670,2022,08-2022
2400026,2022-08-28,Michigan,Detroit,Wyoming Ave and W 7-Mile Rd,3,1,https://www.gunviolencearchive.org/incident/2400026,2022,08-2022
